Generation,Highest Fp,Average Fp,Iteration,Fp
,,,41.6504065,2.62961E+11
,,,41.71544715,1.97342E+11
,,,41.7804878,2.62783E+11
,,,41.84552846,2.62963E+11
,,,41.91056911,2.62963E+11
,,,41.97560976,2.62963E+11
,,,42.04065041,2.62963E+11
,,,42.10569106,2.62783E+11
,,,42.17073171,2.71653E+11
,,,42.23577236,2.71653E+11
,,,42.30081301,2.62189E+11
,,,42.36585366,2.62009E+11
,,,42.43089431,2.62189E+11
,,,42.49593496,2.62189E+11
,,,42.56097561,2.62189E+11
,,,42.62601626,2.62009E+11
,,,42.69105691,2.62009E+11
,,,42.75609756,2.62189E+11
,,,42.82113821,2.62189E+11
,,,42.88617886,1.91922E+11
,,,42.95121951,2.71654E+11
,,,43.01626016,2.71654E+11
,,,43.08130081,2.71138E+11
,,,43.14634146,2.62783E+11
,,,43.21138211,2.62783E+11
,,,43.27642276,2.62963E+11
,,,43.34146341,2.71653E+11
,,,43.40650407,2.71653E+11
,,,43.47154472,1.93502E+11
,,,43.53658537,2.71655E+11
,,,43.60162602,2.62189E+11
,,,43.66666667,2.71653E+11
,,,43.73170732,2.62783E+11
,,,43.79674797,2.62963E+11
,,,43.86178862,2.71653E+11
,,,43.92682927,1.59911E+11
,,,43.99186992,2.71655E+11
,,,44.05691057,2.71655E+11
,,,44.12195122,2.62189E+11
,,,44.18699187,2.05902E+11
,,,44.25203252,2.71655E+11
,,,44.31707317,2.71655E+11
,,,44.38211382,2.62189E+11
,,,44.44715447,2.71653E+11
,,,44.51219512,1.75025E+11
,,,44.57723577,2.71655E+11
,,,44.64227642,2.71655E+11
,,,44.70731707,2.71655E+11
,,,44.77235772,2.71655E+11
,,,44.83739837,2.71655E+11
,,,44.90243902,2.05173E+11
,,,44.96747967,2.62189E+11
,,,45.03252033,2.71653E+11
,,,45.09756098,2.12593E+11
,,,45.16260163,2.71653E+11
,,,45.22764228,2.71653E+11
,,,45.29268293,2.43493E+11
,,,45.35772358,1.97641E+11
,,,45.42276423,2.71653E+11
,,,45.48780488,2.71653E+11
,,,45.55284553,2.71653E+11
,,,45.61788618,2.48937E+11
,,,45.68292683,2.50799E+11
,,,45.74796748,2.71654E+11
,,,45.81300813,2.71654E+11
,,,45.87804878,2.71654E+11
,,,45.94308943,2.71654E+11
,,,46.00813008,2.48937E+11
,,,46.07317073,2.71653E+11
,,,46.13821138,2.71653E+11
,,,46.20325203,2.52111E+11
,,,46.26829268,2.71655E+11
,,,46.33333333,2.71655E+11
,,,46.39837398,2.71655E+11
,,,46.46341463,1.62163E+11
,,,46.52845528,2.71654E+11
,,,46.59349593,2.71654E+11
,,,46.65853659,2.71654E+11
,,,46.72357724,2.71654E+11
,,,46.78861789,2.71654E+11
,,,46.85365854,2.71654E+11
,,,46.91869919,2.71654E+11
,,,46.98373984,2.71654E+11
,,,47.04878049,2.71654E+11
,,,47.11382114,2.71654E+11
,,,47.17886179,2.71654E+11
,,,47.24390244,2.71654E+11
,,,47.30894309,2.71654E+11
,,,47.37398374,2.71654E+11
,,,47.43902439,2.71654E+11
,,,47.50406504,2.71654E+11
,,,47.56910569,2.71654E+11
,,,47.63414634,2.71654E+11
,,,47.69918699,1.11018E+11
,,,47.76422764,2.00215E+11
,,,47.82926829,1.44819E+11
,,,47.89430894,1.81596E+11
,,,47.95934959,1.71916E+11
,,,48.02439024,2.71655E+11
,,,48.08943089,2.71655E+11
,,,48.15447154,2.71655E+11
,,,48.2195122,2.71655E+11
,,,48.28455285,2.71655E+11
,,,48.3495935,1.26493E+11
,,,48.41463415,2.71654E+11
,,,48.4796748,2.71654E+11
,,,48.54471545,2.71654E+11
,,,48.6097561,1.94725E+11
,,,48.67479675,2.75162E+11
,,,48.7398374,2.71543E+11
,,,48.80487805,2.71543E+11
,,,48.8699187,2.52677E+11
,,,48.93495935,2.71543E+11
,,,49,1.42962E+11
,,,49.06504065,2.1495E+11
,,,49.1300813,2.20103E+11
,,,49.19512195,2.71655E+11
,,,49.2601626,1.89387E+11
,,,49.32520325,2.53149E+11
,,,49.3902439,2.09323E+11
,,,49.45528455,2.71653E+11
,,,49.5203252,2.44483E+11
,,,49.58536585,2.09751E+11
,,,49.6504065,2.71653E+11
,,,49.71544715,2.30225E+11
,,,49.7804878,2.71655E+11
,,,49.84552846,1.32719E+11
,,,49.91056911,2.71655E+11
,,,49.97560976,2.71655E+11
,,,50.04065041,2.5307E+11
,,,50.10569106,2.71655E+11
,,,50.17073171,2.71655E+11
,,,50.23577236,1.74588E+11
,,,50.30081301,2.71655E+11
,,,50.36585366,2.71655E+11
,,,50.43089431,2.71655E+11
,,,50.49593496,2.71655E+11
,,,50.56097561,2.75274E+11
,,,50.62601626,1.61295E+11
,,,50.69105691,2.71655E+11
,,,50.75609756,2.75274E+11
,,,50.82113821,2.71655E+11
,,,50.88617886,2.71655E+11
,,,50.95121951,2.76567E+11
,,,51.01626016,2.71655E+11
,,,51.08130081,1.08815E+11
,,,51.14634146,2.71655E+11
,,,51.21138211,2.71655E+11
,,,51.27642276,2.75274E+11
,,,51.34146341,2.71655E+11
,,,51.40650407,2.71655E+11
,,,51.47154472,2.75274E+11
,,,51.53658537,2.71655E+11
,,,51.60162602,2.71655E+11
,,,51.66666667,2.71655E+11
,,,51.73170732,2.75274E+11
,,,51.79674797,2.71655E+11
,,,51.86178862,1.27618E+11
,,,51.92682927,1.73668E+11
,,,51.99186992,2.61514E+11
,,,52.05691057,2.62178E+11
,,,52.12195122,2.76339E+11
,,,52.18699187,2.59188E+11
,,,52.25203252,2.05395E+11
,,,52.31707317,2.51561E+11
,,,52.38211382,2.75162E+11
,,,52.44715447,2.75162E+11
,,,52.51219512,2.75162E+11
,,,52.57723577,2.12925E+11
,,,52.64227642,2.7516E+11
,,,52.70731707,2.71541E+11
,,,52.77235772,2.76567E+11
,,,52.83739837,2.75162E+11
,,,52.90243902,2.75162E+11
,,,52.96747967,2.76567E+11
,,,53.03252033,2.75162E+11
,,,53.09756098,2.75162E+11
,,,53.16260163,2.76567E+11
,,,53.22764228,1.64671E+11
,,,53.29268293,2.7516E+11
,,,53.35772358,2.7516E+11
,,,53.42276423,2.7516E+11
,,,53.48780488,2.7516E+11
,,,53.55284553,2.7516E+11
,,,53.61788618,2.76567E+11
,,,53.68292683,2.59188E+11
,,,53.74796748,1.41395E+11
,,,53.81300813,1.67533E+11
,,,53.87804878,97318262441
,,,53.94308943,2.48812E+11
,,,54.00813008,2.55148E+11
,,,54.07317073,2.76567E+11
,,,54.13821138,2.76567E+11
,,,54.20325203,2.76567E+11
,,,54.26829268,2.76567E+11
,,,54.33333333,2.75162E+11
,,,54.39837398,1.3727E+11
,,,54.46341463,2.75162E+11
,,,54.52845528,2.80234E+11
,,,54.59349593,2.37078E+11
,,,54.65853659,2.76567E+11
,,,54.72357724,2.76567E+11
,,,54.78861789,2.76567E+11
,,,54.85365854,2.76567E+11
,,,54.91869919,2.76567E+11
,,,54.98373984,2.76567E+11
,,,55.04878049,2.38724E+11
,,,55.11382114,2.76565E+11
,,,55.17886179,2.76565E+11
,,,55.24390244,2.76565E+11
,,,55.30894309,2.81876E+11
,,,55.37398374,1.82502E+11
,,,55.43902439,2.76567E+11
,,,55.50406504,2.81878E+11
,,,55.56910569,2.58876E+11
,,,55.63414634,2.75162E+11
,,,55.69918699,2.76567E+11
,,,55.76422764,2.76567E+11
,,,55.82926829,2.12644E+11
,,,55.89430894,2.10432E+11
,,,55.95934959,2.76576E+11
,,,56.02439024,2.76576E+11
,,,56.08943089,2.76576E+11
,,,56.15447154,2.81886E+11
,,,56.2195122,2.81886E+11
,,,56.28455285,1.69919E+11
,,,56.3495935,2.44089E+11
,,,56.41463415,2.81085E+11
,,,56.4796748,2.75793E+11
,,,56.54471545,2.81085E+11
,,,56.6097561,2.75793E+11
,,,56.67479675,2.75793E+11
,,,56.7398374,2.54855E+11
,,,56.80487805,2.81083E+11
,,,56.8699187,2.81083E+11
,,,56.93495935,1.65482E+11
,,,57,2.81085E+11
,,,57.06504065,2.81085E+11
,,,57.1300813,2.81085E+11
,,,57.19512195,2.81085E+11
,,,57.2601626,2.11834E+11
,,,57.32520325,2.82759E+11
,,,57.3902439,2.81133E+11
,,,57.45528455,2.44088E+11
,,,57.5203252,1.81207E+11
,,,57.58536585,2.81084E+11
,,,57.6504065,2.81084E+11
,,,57.71544715,2.81084E+11
,,,57.7804878,2.54855E+11
,,,57.84552846,1.16771E+11
,,,57.91056911,2.8276E+11
,,,57.97560976,2.8276E+11
,,,58.04065041,2.14178E+11
,,,58.10569106,2.81084E+11
,,,58.17073171,2.81084E+11
,,,58.23577236,1.67684E+11
,,,58.30081301,2.00207E+11
,,,58.36585366,2.38676E+11
,,,58.43089431,2.81085E+11
,,,58.49593496,2.81085E+11
,,,58.56097561,2.81085E+11
,,,58.62601626,2.82709E+11
,,,58.69105691,2.81085E+11
,,,58.75609756,2.82709E+11
,,,58.82113821,2.81085E+11
,,,58.88617886,2.82709E+11
,,,58.95121951,2.81085E+11
,,,59.01626016,2.81085E+11
,,,59.08130081,2.81085E+11
,,,59.14634146,2.82709E+11
,,,59.21138211,2.37167E+11
,,,59.27642276,2.82759E+11
,,,59.34146341,2.81132E+11
,,,59.40650407,2.82759E+11
,,,59.47154472,2.81132E+11
,,,59.53658537,2.82759E+11
,,,59.60162602,2.82759E+11
,,,59.66666667,2.82759E+11
,,,59.73170732,2.82759E+11
,,,59.79674797,2.82759E+11
,,,59.86178862,2.82759E+11
,,,59.92682927,2.82759E+11
,,,59.99186992,2.58436E+11
,,,60.05691057,2.82759E+11
,,,60.12195122,2.82759E+11
,,,60.18699187,1.03912E+11
,,,60.25203252,2.82759E+11
,,,60.31707317,2.82759E+11
,,,60.38211382,2.81132E+11
,,,60.44715447,2.82759E+11
,,,60.51219512,2.82759E+11
,,,60.57723577,2.82759E+11
,,,60.64227642,2.82759E+11
,,,60.70731707,1.45665E+11
,,,60.77235772,1.68226E+11
,,,60.83739837,2.82759E+11
,,,60.90243902,2.82759E+11
,,,60.96747967,2.82759E+11
,,,61.03252033,2.82759E+11
,,,61.09756098,2.82759E+11
,,,61.16260163,2.82759E+11
,,,61.22764228,2.82759E+11
,,,61.29268293,2.82759E+11
,,,61.35772358,2.82759E+11
,,,61.42276423,2.82759E+11
,,,61.48780488,2.82759E+11
,,,61.55284553,2.82759E+11
,,,61.61788618,2.82759E+11
,,,61.68292683,2.82759E+11
,,,61.74796748,1.2969E+11
,,,61.81300813,2.8276E+11
,,,61.87804878,2.8276E+11
,,,61.94308943,2.8276E+11
,,,62.00813008,2.8276E+11
,,,62.07317073,2.61771E+11
,,,62.13821138,1.93766E+11
,,,62.20325203,2.50745E+11
,,,62.26829268,2.82759E+11
,,,62.33333333,1.61301E+11
,,,62.39837398,2.82759E+11
,,,62.46341463,2.82759E+11
,,,62.52845528,2.82759E+11
,,,62.59349593,2.82759E+11
,,,62.65853659,2.82759E+11
,,,62.72357724,1.52188E+11
,,,62.78861789,2.8276E+11
,,,62.85365854,2.8276E+11
,,,62.91869919,2.8276E+11
,,,62.98373984,2.8276E+11
,,,63.04878049,2.76142E+11
,,,63.11382114,2.8276E+11
,,,63.17886179,2.8276E+11
,,,63.24390244,1.35776E+11
,,,63.30894309,2.2191E+11
,,,63.37398374,2.82759E+11
,,,63.43902439,2.82759E+11
,,,63.50406504,2.31543E+11
,,,63.56910569,2.82759E+11
,,,63.63414634,2.82759E+11
,,,63.69918699,2.82759E+11
,,,63.76422764,2.82759E+11
,,,63.82926829,2.82759E+11
,,,63.89430894,2.82759E+11
,,,63.95934959,1.33788E+11
,,,64.02439024,2.82761E+11
,,,64.08943089,2.82761E+11
,,,64.15447154,2.82761E+11
,,,64.2195122,1.64595E+11
,,,64.28455285,2.8276E+11
,,,64.3495935,2.57603E+11
,,,64.41463415,2.34275E+11
,,,64.4796748,2.82759E+11
,,,64.54471545,1.83865E+11
,,,64.6097561,2.82759E+11
,,,64.67479675,2.82759E+11
,,,64.7398374,2.69454E+11
,,,64.80487805,2.82759E+11
,,,64.8699187,2.82759E+11
,,,64.93495935,2.82759E+11
,,,65,2.82759E+11
,,,65.06504065,2.82759E+11
,,,65.1300813,2.82759E+11
,,,65.19512195,2.82759E+11
,,,65.2601626,2.82759E+11
,,,65.32520325,2.82759E+11
,,,65.3902439,1.45009E+11
,,,65.45528455,2.55334E+11
,,,65.5203252,1.10017E+11
,,,65.58536585,1.82252E+11
,,,65.6504065,2.25844E+11
,,,65.71544715,2.55275E+11
,,,65.7804878,2.82759E+11
,,,65.84552846,2.57507E+11
,,,65.91056911,1.58296E+11
,,,65.97560976,2.8276E+11
,,,66.04065041,1.90803E+11
,,,66.10569106,2.57608E+11
,,,66.17073171,2.82759E+11
,,,66.23577236,2.09589E+11
,,,66.30081301,2.8276E+11
,,,66.36585366,1.68524E+11
,,,66.43089431,2.8276E+11
,,,66.49593496,2.55843E+11
,,,66.56097561,2.36118E+11
,,,66.62601626,2.83637E+11
,,,66.69105691,2.57608E+11
,,,66.75609756,2.82759E+11
,,,66.82113821,2.82759E+11
,,,66.88617886,1.96775E+11
,,,66.95121951,2.8276E+11
,,,67.01626016,2.13332E+11
,,,67.08130081,2.80248E+11
,,,67.14634146,1.4923E+11
,,,67.21138211,2.8276E+11
,,,67.27642276,1.35514E+11
,,,67.34146341,2.82759E+11
,,,67.40650407,2.82759E+11
,,,67.47154472,2.82759E+11
,,,67.53658537,2.82759E+11
,,,67.60162602,2.82759E+11
,,,67.66666667,1.20461E+11
,,,67.73170732,2.8276E+11
,,,67.79674797,2.8276E+11
,,,67.86178862,1.45572E+11
,,,67.92682927,2.8276E+11
,,,67.99186992,2.8276E+11
,,,68.05691057,2.8276E+11
,,,68.12195122,2.448E+11
,,,68.18699187,2.82759E+11
,,,68.25203252,2.57607E+11
,,,68.31707317,2.24297E+11
,,,68.38211382,1.96055E+11
,,,68.44715447,2.58239E+11
,,,68.51219512,2.83315E+11
,,,68.57723577,2.71958E+11
,,,68.64227642,2.8215E+11
,,,68.70731707,2.00495E+11
,,,68.77235772,1.42463E+11
,,,68.83739837,2.52996E+11
,,,68.90243902,2.82759E+11
,,,68.96747967,2.82759E+11
,,,69.03252033,2.82759E+11
,,,69.09756098,2.82759E+11
,,,69.16260163,2.82759E+11
,,,69.22764228,2.82759E+11
,,,69.29268293,2.82759E+11
,,,69.35772358,2.82759E+11
,,,69.42276423,3.07458E+11
,,,69.48780488,2.82759E+11
,,,69.55284553,2.82759E+11
,,,69.61788618,2.82759E+11
,,,69.68292683,2.82759E+11
,,,69.74796748,2.74999E+11
,,,69.81300813,1.60135E+11
,,,69.87804878,2.8276E+11
,,,69.94308943,2.33279E+11
,,,70.00813008,2.82759E+11
,,,70.07317073,2.37964E+11
,,,70.13821138,1.9234E+11
,,,70.20325203,2.74008E+11
,,,70.26829268,2.82759E+11
,,,70.33333333,2.82759E+11
,,,70.39837398,1.33227E+11
,,,70.46341463,2.8276E+11
,,,70.52845528,97981375183
,,,70.59349593,2.02504E+11
,,,70.65853659,3.07457E+11
,,,70.72357724,2.82759E+11
,,,70.78861789,3.07458E+11
,,,70.85365854,2.27193E+11
,,,70.91869919,1.97539E+11
,,,70.98373984,2.82759E+11
,,,71.04878049,3.07458E+11
,,,71.11382114,1.88485E+11
,,,71.17886179,3.07459E+11
,,,71.24390244,2.82759E+11
,,,71.30894309,3.07458E+11
,,,71.37398374,3.07458E+11
,,,71.43902439,2.41699E+11
,,,71.50406504,3.07458E+11
,,,71.56910569,3.07458E+11
,,,71.63414634,3.04459E+11
,,,71.69918699,3.07458E+11
,,,71.76422764,2.86568E+11
,,,71.82926829,3.07458E+11
,,,71.89430894,3.07458E+11
,,,71.95934959,3.07458E+11
,,,72.02439024,3.07458E+11
,,,72.08943089,3.07458E+11
,,,72.15447154,3.15095E+11
,,,72.2195122,2.82759E+11
,,,72.28455285,3.07458E+11
,,,72.3495935,1.77994E+11
,,,72.41463415,2.95226E+11
,,,72.4796748,3.25427E+11
,,,72.54471545,2.34015E+11
,,,72.6097561,1.95745E+11
,,,72.67479675,2.90039E+11
,,,72.7398374,3.15095E+11
,,,72.80487805,1.74006E+11
,,,72.8699187,3.07459E+11
,,,72.93495935,1.9852E+11
,,,73,2.95228E+11
,,,73.06504065,3.07457E+11
,,,73.1300813,2.19252E+11
,,,73.19512195,3.26235E+11
,,,73.2601626,3.06719E+11
,,,73.32520325,2.56889E+11
,,,73.3902439,2.04894E+11
,,,73.45528455,3.26235E+11
,,,73.5203252,1.03946E+11
,,,73.58536585,3.26235E+11
,,,73.6504065,3.3118E+11
,,,73.71544715,3.06719E+11
,,,73.7804878,3.06719E+11
,,,73.84552846,3.15095E+11
,,,73.91056911,1.48816E+11
,,,73.97560976,3.15097E+11
,,,74.04065041,1.73871E+11
,,,74.10569106,3.26235E+11
,,,74.17073171,2.86765E+11
,,,74.23577236,3.19026E+11
,,,74.30081301,1.5897E+11
,,,74.36585366,3.22001E+11
,,,74.43089431,3.26233E+11
,,,74.49593496,3.26233E+11
,,,74.56097561,1.84395E+11
,,,74.62601626,1.16506E+11
,,,74.69105691,3.26235E+11
,,,74.75609756,1.61625E+11
,,,74.82113821,1.58581E+11
,,,74.88617886,3.26233E+11
,,,74.95121951,3.26233E+11
,,,75.01626016,1.07817E+11
,,,75.08130081,3.15096E+11
,,,75.14634146,3.15096E+11
,,,75.21138211,3.26233E+11
,,,75.27642276,3.26233E+11
,,,75.34146341,3.26233E+11
,,,75.40650407,3.15095E+11
,,,75.47154472,3.26233E+11
,,,75.53658537,3.26233E+11
,,,75.60162602,3.31178E+11
,,,75.66666667,3.31178E+11
,,,75.73170732,3.26233E+11
,,,75.79674797,3.24656E+11
,,,75.86178862,3.26233E+11
,,,75.92682927,3.26233E+11
,,,75.99186992,3.26233E+11
,,,76.05691057,3.26233E+11
,,,76.12195122,3.26233E+11
,,,76.18699187,3.19024E+11
,,,76.25203252,3.22001E+11
,,,76.31707317,3.26233E+11
,,,76.38211382,3.31178E+11
,,,76.44715447,3.26233E+11
,,,76.51219512,3.31178E+11
,,,76.57723577,3.26233E+11
,,,76.64227642,2.9317E+11
,,,76.70731707,3.31042E+11
,,,76.77235772,3.31042E+11
,,,76.83739837,3.31042E+11
,,,76.90243902,3.26098E+11
,,,76.96747967,3.26098E+11
,,,77.03252033,3.31042E+11
,,,77.09756098,3.31042E+11
,,,77.16260163,1.73875E+11
,,,77.22764228,3.31915E+11
,,,77.29268293,3.26979E+11
,,,77.35772358,3.31915E+11
,,,77.42276423,3.31915E+11
,,,77.48780488,3.31915E+11
,,,77.55284553,3.31915E+11
,,,77.61788618,3.31915E+11
,,,77.68292683,3.31915E+11
,,,77.74796748,3.31915E+11
,,,77.81300813,3.31915E+11
,,,77.87804878,3.31915E+11
,,,77.94308943,3.31915E+11
,,,78.00813008,3.31915E+11
,,,78.07317073,3.31915E+11
,,,78.13821138,3.31915E+11
,,,78.20325203,3.31915E+11
,,,78.26829268,3.31915E+11
,,,78.33333333,1.03572E+11
,,,78.39837398,3.31044E+11
,,,78.46341463,3.31044E+11
,,,78.52845528,3.31044E+11
,,,78.59349593,3.31044E+11
,,,78.65853659,3.31044E+11
,,,78.72357724,1.89531E+11
,,,78.78861789,3.05183E+11
,,,78.85365854,3.31042E+11
,,,78.91869919,1.7817E+11
,,,78.98373984,2.45338E+11
,,,79.04878049,1.49824E+11
,,,79.11382114,3.31044E+11
,,,79.17886179,3.31044E+11
,,,79.24390244,3.31044E+11
,,,79.30894309,2.69813E+11
,,,79.37398374,1.67618E+11
,,,79.43902439,3.31044E+11
,,,79.50406504,1.50116E+11
,,,79.56910569,3.31044E+11
,,,79.63414634,2.55865E+11
,,,79.69918699,3.31042E+11
,,,79.76422764,3.35005E+11
,,,79.82926829,3.31043E+11
,,,79.89430894,3.31043E+11
,,,79.95934959,3.31043E+11
,,,80.02439024,3.31043E+11
,,,80.08943089,2.08187E+11
,,,80.15447154,3.31042E+11
,,,80.2195122,3.31042E+11
,,,80.28455285,3.31042E+11
,,,80.3495935,3.31042E+11
,,,80.41463415,3.31042E+11
,,,80.4796748,1.68717E+11
,,,80.54471545,3.31044E+11
,,,80.6097561,3.31044E+11
,,,80.67479675,2.51532E+11
,,,80.7398374,2.72137E+11
,,,80.80487805,2.50727E+11
,,,80.8699187,3.31042E+11
,,,80.93495935,1.8073E+11
,,,81,3.63534E+11
,,,81.07276507,3.31042E+11
,,,81.14553015,2.08318E+11
,,,81.21829522,3.19099E+11
,,,81.29106029,3.31833E+11
,,,81.36382536,3.31833E+11
,,,81.43659044,3.31833E+11
,,,81.50935551,3.31833E+11
,,,81.58212058,2.04021E+11
,,,81.65488565,3.31044E+11
,,,81.72765073,3.03513E+11
,,,81.8004158,3.31043E+11
,,,81.87318087,3.35005E+11
,,,81.94594595,2.34236E+11
,,,82.01871102,3.31044E+11
,,,82.09147609,2.69528E+11
,,,82.16424116,1.82123E+11
,,,82.23700624,3.13886E+11
,,,82.30977131,3.63534E+11
,,,82.38253638,3.31042E+11
,,,82.45530146,3.31042E+11
,,,82.52806653,3.31042E+11
,,,82.6008316,3.63534E+11
,,,82.67359667,3.31042E+11
,,,82.74636175,3.31042E+11
,,,82.81912682,3.31042E+11
,,,82.89189189,3.35005E+11
,,,82.96465696,1.82808E+11
,,,83.03742204,1.26263E+11
,,,83.11018711,2.48121E+11
,,,83.18295218,3.66826E+11
,,,83.25571726,3.50586E+11
,,,83.32848233,3.66827E+11
,,,83.4012474,3.66827E+11
,,,83.47401247,1.28864E+11
,,,83.54677755,3.35006E+11
,,,83.61954262,3.66826E+11
,,,83.69230769,3.63532E+11
,,,83.76507277,3.63532E+11
,,,83.83783784,3.63532E+11
,,,83.91060291,3.66827E+11
,,,83.98336798,3.35005E+11
,,,84.05613306,3.31043E+11
,,,84.12889813,3.77722E+11
,,,84.2016632,3.31043E+11
,,,84.27442827,2.66983E+11
,,,84.34719335,3.66827E+11
,,,84.41995842,2.389E+11
,,,84.49272349,2.38313E+11
,,,84.56548857,3.66826E+11
,,,84.63825364,1.89308E+11
,,,84.71101871,3.35006E+11
,,,84.78378378,3.7421E+11
,,,84.85654886,3.66428E+11
,,,84.92931393,3.62731E+11
,,,85.002079,1.6199E+11
,,,85.07484407,3.63534E+11
,,,85.14760915,2.71759E+11
,,,85.22037422,3.63534E+11
,,,85.29313929,2.01699E+11
,,,85.36590437,1.68663E+11
,,,85.43866944,3.66827E+11
,,,85.51143451,3.09477E+11
,,,85.58419958,1.53325E+11
,,,85.65696466,3.7421E+11
,,,85.72972973,3.77721E+11
,,,85.8024948,3.66827E+11
,,,85.87525988,3.66827E+11
,,,85.94802495,3.77723E+11
,,,86.02079002,3.66827E+11
,,,86.09355509,3.50586E+11
,,,86.16632017,3.76628E+11
,,,86.23908524,3.63534E+11
,,,86.31185031,3.66827E+11
,,,86.38461538,3.45852E+11
,,,86.45738046,3.50586E+11
,,,86.53014553,3.66827E+11
,,,86.6029106,2.14148E+11
,,,86.67567568,3.77722E+11
,,,86.74844075,2.64742E+11
,,,86.82120582,1.76116E+11
,,,86.89397089,3.77723E+11
,,,86.96673597,3.77723E+11
,,,87.03950104,1.43233E+11
,,,87.11226611,3.77722E+11
,,,87.18503119,3.7421E+11
,,,87.25779626,3.66428E+11
,,,87.33056133,3.41302E+11
,,,87.4033264,2.24499E+11
,,,87.47609148,3.77723E+11
,,,87.54885655,3.66827E+11
,,,87.62162162,3.77723E+11
,,,87.69438669,1.6145E+11
,,,87.76715177,3.7421E+11
,,,87.83991684,3.45487E+11
,,,87.91268191,3.77721E+11
,,,87.98544699,2.06202E+11
,,,88.05821206,2.00622E+11
,,,88.13097713,3.77723E+11
,,,88.2037422,3.16122E+11
,,,88.27650728,3.13227E+11
,,,88.34927235,3.67411E+11
,,,88.42203742,3.77721E+11
,,,88.49480249,3.77721E+11
,,,88.56756757,3.66827E+11
,,,88.64033264,3.77723E+11
,,,88.71309771,3.77723E+11
,,,88.78586279,3.77723E+11
,,,88.85862786,3.42465E+11
,,,88.93139293,3.77723E+11
,,,89.004158,2.57918E+11
,,,89.07692308,1.56173E+11
,,,89.14968815,3.77723E+11
,,,89.22245322,3.66827E+11
,,,89.2952183,3.77723E+11
,,,89.36798337,3.77723E+11
,,,89.44074844,3.77723E+11
,,,89.51351351,3.77723E+11
,,,89.58627859,3.77723E+11
,,,89.65904366,1.10994E+11
,,,89.73180873,3.77723E+11
,,,89.8045738,3.77723E+11
,,,89.87733888,3.77723E+11
,,,89.95010395,3.468E+11
,,,90.02286902,3.77723E+11
,,,90.0956341,3.77723E+11
,,,90.16839917,3.77723E+11
,,,90.24116424,3.77723E+11
,,,90.31392931,3.77723E+11
,,,90.38669439,3.77723E+11
,,,90.45945946,3.77723E+11
,,,90.53222453,3.77723E+11
,,,90.6049896,2.28568E+11
,,,90.67775468,3.77723E+11
,,,90.75051975,3.77723E+11
,,,90.82328482,3.10117E+11
,,,90.8960499,3.77723E+11
,,,90.96881497,3.77723E+11
,,,91.04158004,3.77723E+11
,,,91.11434511,3.77723E+11
,,,91.18711019,3.77723E+11
,,,91.25987526,2.7071E+11
,,,91.33264033,1.94068E+11
,,,91.40540541,3.53741E+11
,,,91.47817048,3.77723E+11
,,,91.55093555,2.68881E+11
,,,91.62370062,3.7772E+11
,,,91.6964657,3.7772E+11
,,,91.76923077,3.7772E+11
,,,91.84199584,1.45321E+11
,,,91.91476091,3.77722E+11
,,,91.98752599,3.77722E+11
,,,92.06029106,2.93812E+11
,,,92.13305613,3.52893E+11
,,,92.20582121,2.33169E+11
,,,92.27858628,3.53208E+11
,,,92.35135135,3.78667E+11
,,,92.42411642,3.78667E+11
,,,92.4968815,3.42138E+11
,,,92.56964657,2.24821E+11
,,,92.64241164,3.47978E+11
,,,92.71517672,3.82431E+11
,,,92.78794179,3.13707E+11
,,,92.86070686,3.77723E+11
,,,92.93347193,2.77436E+11
,,,93.00623701,2.25036E+11
,,,93.07900208,3.77722E+11
,,,93.15176715,3.52009E+11
,,,93.22453222,1.9385E+11
,,,93.2972973,3.7772E+11
,,,93.37006237,3.53741E+11
,,,93.44282744,3.77723E+11
,,,93.51559252,4.02574E+11
,,,93.58835759,3.82431E+11
,,,93.66112266,2.14145E+11
,,,93.73388773,3.4971E+11
,,,93.80665281,3.78148E+11
,,,93.87941788,3.78148E+11
,,,93.95218295,3.78148E+11
,,,94.02494802,3.78148E+11
,,,94.0977131,2.91349E+11
,,,94.17047817,3.77721E+11
,,,94.24324324,3.82431E+11
,,,94.31600832,1.38287E+11
,,,94.38877339,3.77722E+11
,,,94.46153846,3.48535E+11
,,,94.53430353,3.31457E+11
,,,94.60706861,3.77722E+11
,,,94.67983368,2.80504E+11
,,,94.75259875,3.82429E+11
,,,94.82536383,3.91739E+11
,,,94.8981289,3.77722E+11
,,,94.97089397,3.77722E+11
,,,95.04365904,2.48011E+11
,,,95.11642412,3.63456E+11
,,,95.18918919,3.7772E+11
,,,95.26195426,3.53741E+11
,,,95.33471933,3.40962E+11
,,,95.40748441,3.77722E+11
,,,95.48024948,3.77722E+11
,,,95.55301455,2.02381E+11
,,,95.62577963,3.9173E+11
,,,95.6985447,3.82392E+11
,,,95.77130977,3.77721E+11
,,,95.84407484,2.16163E+11
,,,95.91683992,3.77723E+11
,,,95.98960499,3.82431E+11
,,,96.06237006,4.02506E+11
,,,96.13513514,2.18755E+11
,,,96.20790021,2.88389E+11
,,,96.28066528,3.82431E+11
,,,96.35343035,3.77723E+11
,,,96.42619543,2.02462E+11
,,,96.4989605,3.82431E+11
,,,96.57172557,3.82431E+11
,,,96.64449064,3.91739E+11
,,,96.71725572,1.22989E+11
,,,96.79002079,4.02154E+11
