Generation,Fcalc,Qfactor,Vm
39.47146402,1.450005,57700.01463,2.20E-07
39.54094293,1.447787,54350.94446,2.24E-07
39.61042184,1.450015,35287.02786,3.09E-07
39.67990074,1.449974,45077.35468,2.84E-07
39.74937965,1.450005,57700.00907,2.20E-07
39.81885856,1.450005,57700.00907,2.20E-07
39.88833747,1.450005,57700.00907,2.20E-07
39.95781638,1.450002,54834.32391,2.16E-07
40.02729529,1.450005,57700.01393,2.20E-07
40.09677419,1.441467,58331.05065,2.23E-07
40.1662531,1.450005,57700.01393,2.20E-07
40.23573201,1.441467,58331.05065,2.23E-07
40.30521092,1.450005,57700.01393,2.20E-07
40.37468983,1.44999,53051.46062,2.23E-07
40.44416873,1.449986,51669.87145,2.28E-07
40.51364764,1.450005,57700.0118,2.20E-07
40.58312655,1.450005,57700.0118,2.20E-07
40.65260546,1.450005,57700.0118,2.20E-07
40.72208437,1.450002,54834.32391,2.16E-07
40.79156328,1.450005,57700.01393,2.20E-07
40.86104218,1.450005,57700.01393,2.20E-07
40.93052109,1.450005,57700.01393,2.20E-07
41,1.449985,57041.4246,2.10E-07
41.06504065,1.450005,57700.01645,2.20E-07
41.1300813,1.450005,57700.01645,2.20E-07
41.19512195,1.441467,58331.05319,2.23E-07
41.2601626,1.450005,57700.01645,2.20E-07
41.32520325,1.450006,57428.67766,2.29E-07
41.3902439,1.449984,58503.94097,2.23E-07
41.45528455,1.458572,57870.99826,2.20E-07
41.5203252,1.458572,57870.99826,2.20E-07
41.58536585,1.458572,57870.99826,2.20E-07
41.6504065,1.458572,57870.99826,2.20E-07
41.71544715,1.449992,49241.9965,2.50E-07
41.7804878,1.450005,58504.37834,2.23E-07
41.84552846,1.458594,57871.43088,2.20E-07
41.91056911,1.458594,57871.43088,2.20E-07
41.97560976,1.458594,57871.43088,2.20E-07
42.04065041,1.458594,57871.43088,2.20E-07
42.10569106,1.450005,58504.37834,2.23E-07
42.17073171,1.449988,57041.47188,2.10E-07
42.23577236,1.449988,57041.47188,2.10E-07
42.30081301,1.450005,57700.01645,2.20E-07
42.36585366,1.441467,58331.05319,2.23E-07
42.43089431,1.450005,57700.01645,2.20E-07
42.49593496,1.450005,57700.01645,2.20E-07
42.56097561,1.450005,57700.01645,2.20E-07
42.62601626,1.441467,58331.05319,2.23E-07
42.69105691,1.441467,58331.05319,2.23E-07
42.75609756,1.450005,57700.01645,2.20E-07
42.82113821,1.450005,57700.01645,2.20E-07
42.88617886,1.44999,47399.23799,2.47E-07
42.95121951,1.450003,57041.78067,2.10E-07
43.01626016,1.450003,57041.78067,2.10E-07
43.08130081,1.440326,57786.83127,2.13E-07
43.14634146,1.450005,58504.37867,2.23E-07
43.21138211,1.450005,58504.37867,2.23E-07
43.27642276,1.458594,57871.43121,2.20E-07
43.34146341,1.449988,57041.47188,2.10E-07
43.40650407,1.449988,57041.47188,2.10E-07
43.47154472,1.449998,45850.98429,2.37E-07
43.53658537,1.450004,57041.79521,2.10E-07
43.60162602,1.450005,57700.01645,2.20E-07
43.66666667,1.449985,57041.4246,2.10E-07
43.73170732,1.450005,58504.37867,2.23E-07
43.79674797,1.458594,57871.43121,2.20E-07
43.86178862,1.449988,57041.47188,2.10E-07
43.92682927,1.449988,40754.95567,2.55E-07
43.99186992,1.450004,57041.79572,2.10E-07
44.05691057,1.450004,57041.79572,2.10E-07
44.12195122,1.450005,57700.01645,2.20E-07
44.18699187,1.45001,50542.22184,2.45E-07
44.25203252,1.450007,57041.85231,2.10E-07
44.31707317,1.450007,57041.85231,2.10E-07
44.38211382,1.450005,57700.01645,2.20E-07
44.44715447,1.449985,57041.4246,2.10E-07
44.51219512,1.449973,44912.34832,2.57E-07
44.57723577,1.450006,57041.83884,2.10E-07
44.64227642,1.450006,57041.83884,2.10E-07
44.70731707,1.450006,57041.83884,2.10E-07
44.77235772,1.450006,57041.83884,2.10E-07
44.83739837,1.450006,57041.83884,2.10E-07
44.90243902,1.45,49807.99547,2.43E-07
44.96747967,1.450005,57700.01086,2.20E-07
45.03252033,1.449985,57041.4246,2.10E-07
45.09756098,1.450004,49497.91753,2.33E-07
45.16260163,1.449986,57041.43085,2.10E-07
45.22764228,1.449986,57041.43085,2.10E-07
45.29268293,1.450011,53518.40026,2.20E-07
45.35772358,1.450008,48364.56966,2.45E-07
45.42276423,1.449991,57041.52896,2.10E-07
45.48780488,1.449991,57041.52896,2.10E-07
45.55284553,1.449991,57041.52896,2.10E-07
45.61788618,1.450003,54602.74324,2.19E-07
45.68292683,1.450003,60761.36701,2.42E-07
45.74796748,1.450004,57041.78643,2.10E-07
45.81300813,1.450004,57041.78643,2.10E-07
45.87804878,1.450004,57041.78643,2.10E-07
45.94308943,1.450004,57041.78643,2.10E-07
46.00813008,1.450003,54602.74324,2.19E-07
46.07317073,1.449983,57041.3769,2.10E-07
46.13821138,1.449983,57041.3769,2.10E-07
46.20325203,1.44999,55736.06937,2.21E-07
46.26829268,1.450004,57041.79671,2.10E-07
46.33333333,1.450004,57041.79671,2.10E-07
46.39837398,1.450004,57041.79671,2.10E-07
46.46341463,1.450009,46026.76138,2.84E-07
46.52845528,1.450001,57041.74004,2.10E-07
46.59349593,1.450001,57041.74004,2.10E-07
46.65853659,1.450001,57041.74004,2.10E-07
46.72357724,1.450001,57041.74004,2.10E-07
46.78861789,1.450001,57041.74004,2.10E-07
46.85365854,1.450001,57041.74004,2.10E-07
46.91869919,1.450001,57041.74004,2.10E-07
46.98373984,1.450001,57041.74004,2.10E-07
47.04878049,1.450001,57041.74004,2.10E-07
47.11382114,1.450001,57041.74004,2.10E-07
47.17886179,1.450001,57041.74004,2.10E-07
47.24390244,1.450001,57041.74004,2.10E-07
47.30894309,1.450001,57041.74004,2.10E-07
47.37398374,1.450001,57041.74004,2.10E-07
47.43902439,1.450001,57041.74004,2.10E-07
47.50406504,1.450001,57041.74004,2.10E-07
47.56910569,1.450001,57041.74004,2.10E-07
47.63414634,1.450001,57041.74004,2.10E-07
47.69918699,1.449975,38046.37908,3.43E-07
47.76422764,1.45001,46579.46904,2.33E-07
47.82926829,1.449996,41978.03885,2.90E-07
47.89430894,1.449988,47751.79271,2.63E-07
47.95934959,1.449996,48640.77128,2.83E-07
48.02439024,1.450004,57041.79411,2.10E-07
48.08943089,1.450004,57041.79411,2.10E-07
48.15447154,1.450004,57041.79411,2.10E-07
48.2195122,1.450004,57041.79411,2.10E-07
48.28455285,1.450004,57041.79411,2.10E-07
48.3495935,1.449993,39782.609,3.15E-07
48.41463415,1.449996,57041.6386,2.10E-07
48.4796748,1.449996,57041.6386,2.10E-07
48.54471545,1.449996,57041.6386,2.10E-07
48.6097561,1.450005,50241.898,2.58E-07
48.67479675,1.450004,57553.67192,2.09E-07
48.7398374,1.44879,57017.90785,2.10E-07
48.80487805,1.44879,57017.90785,2.10E-07
48.8699187,1.443415,53980.22557,2.14E-07
48.93495935,1.44879,57017.90785,2.10E-07
49,1.449999,44220.0422,3.09E-07
49.06504065,1.45,49347.54019,2.30E-07
49.1300813,1.450007,50647.17389,2.30E-07
49.19512195,1.450004,57041.79404,2.10E-07
49.2601626,1.450003,47333.53629,2.50E-07
49.32520325,1.450006,53738.23665,2.12E-07
49.3902439,1.450002,47816.4089,2.28E-07
49.45528455,1.449983,57041.37847,2.10E-07
49.5203252,1.450008,54930.40543,2.25E-07
49.58536585,1.449995,47421.39519,2.26E-07
49.6504065,1.449989,57041.50393,2.10E-07
49.71544715,1.450004,54411.32777,2.36E-07
49.7804878,1.450004,57041.79822,2.10E-07
49.84552846,1.450005,37211.11771,2.80E-07
49.91056911,1.450004,57041.79336,2.10E-07
49.97560976,1.450004,57041.79336,2.10E-07
50.04065041,1.448898,53722.16179,2.12E-07
50.10569106,1.450004,57041.79336,2.10E-07
50.17073171,1.450004,57041.79336,2.10E-07
50.23577236,1.449977,44629.02791,2.56E-07
50.30081301,1.450004,57041.79646,2.10E-07
50.36585366,1.450004,57041.79646,2.10E-07
50.43089431,1.450004,57041.79646,2.10E-07
50.49593496,1.450004,57041.79646,2.10E-07
50.56097561,1.451219,57577.78355,2.09E-07
50.62601626,1.450012,43193.67412,2.68E-07
50.69105691,1.450007,57041.84418,2.10E-07
50.75609756,1.451221,57577.83172,2.09E-07
50.82113821,1.450007,57041.84418,2.10E-07
50.88617886,1.450007,57041.84418,2.10E-07
50.95121951,1.450005,58520.2266,2.12E-07
51.01626016,1.450006,57041.83523,2.10E-07
51.08130081,1.440007,41499.74656,3.81E-07
51.14634146,1.450006,57041.83523,2.10E-07
51.21138211,1.450006,57041.83523,2.10E-07
51.27642276,1.451221,57577.82268,2.09E-07
51.34146341,1.450006,57041.83523,2.10E-07
51.40650407,1.450006,57041.83523,2.10E-07
51.47154472,1.451221,57577.82268,2.09E-07
51.53658537,1.450006,57041.83523,2.10E-07
51.60162602,1.450006,57041.83523,2.10E-07
51.66666667,1.450006,57041.83523,2.10E-07
51.73170732,1.451221,57577.82268,2.09E-07
51.79674797,1.450006,57041.83523,2.10E-07
51.86178862,1.449988,39874.19908,3.12E-07
51.92682927,1.449973,45332.35805,2.61E-07
51.99186992,1.450006,55820.77281,2.13E-07
52.05691057,1.450006,56194.15606,2.14E-07
52.12195122,1.447615,58472.02912,2.12E-07
52.18699187,1.450001,54447.87409,2.10E-07
52.25203252,1.450002,50247.27197,2.45E-07
52.31707317,1.44998,52341.30317,2.08E-07
52.38211382,1.450004,57553.6752,2.09E-07
52.44715447,1.450004,57553.6752,2.09E-07
52.51219512,1.450004,57553.6752,2.09E-07
52.57723577,1.45,50764.95024,2.38E-07
52.64227642,1.449991,57553.41825,2.09E-07
52.70731707,1.448777,57017.65654,2.10E-07
52.77235772,1.450005,58520.2265,2.12E-07
52.83739837,1.450006,57553.71965,2.09E-07
52.90243902,1.450006,57553.71965,2.09E-07
52.96747967,1.450005,58520.2265,2.12E-07
53.03252033,1.450006,57553.71965,2.09E-07
53.09756098,1.450006,57553.71965,2.09E-07
53.16260163,1.450005,58520.2265,2.12E-07
53.22764228,1.45,44013.6639,2.67E-07
53.29268293,1.449988,57553.36782,2.09E-07
53.35772358,1.449988,57553.36782,2.09E-07
53.42276423,1.449988,57553.36782,2.09E-07
53.48780488,1.449988,57553.36782,2.09E-07
53.55284553,1.449988,57553.36782,2.09E-07
53.61788618,1.450005,58520.2265,2.12E-07
53.68292683,1.450002,54447.88643,2.10E-07
53.74796748,1.449985,40087.83884,2.84E-07
53.81300813,1.450004,45465.30274,2.71E-07
53.87804878,1.450037,35914.01343,3.69E-07
53.94308943,1.450001,54310.8051,2.18E-07
54.00813008,1.458322,54691.13215,2.14E-07
54.07317073,1.450006,58520.26213,2.12E-07
54.13821138,1.450006,58520.26213,2.12E-07
54.20325203,1.450006,58520.26213,2.12E-07
54.26829268,1.450006,58520.26213,2.12E-07
54.33333333,1.450006,57553.71965,2.09E-07
54.39837398,1.450001,43372.18937,3.16E-07
54.46341463,1.450004,57553.6734,2.09E-07
54.52845528,1.441159,58860.18574,2.10E-07
54.59349593,1.449978,53918.89922,2.27E-07
54.65853659,1.450005,58520.22512,2.12E-07
54.72357724,1.450005,58520.22512,2.12E-07
54.78861789,1.450005,58520.22512,2.12E-07
54.85365854,1.450005,58520.22512,2.12E-07
54.91869919,1.450005,58520.22512,2.12E-07
54.98373984,1.450005,58520.22512,2.12E-07
55.04878049,1.450002,52965.36874,2.22E-07
55.11382114,1.449984,58519.81457,2.12E-07
55.17886179,1.449984,58519.81457,2.12E-07
55.24390244,1.449984,58519.81457,2.12E-07
55.30894309,1.45831,59205.74953,2.10E-07
55.37398374,1.449984,45559.63419,2.50E-07
55.43902439,1.450005,58520.22428,2.12E-07
55.50406504,1.458331,59206.16403,2.10E-07
55.56910569,1.450005,58354.26937,2.25E-07
55.63414634,1.450006,57553.72525,2.09E-07
55.69918699,1.450005,58520.2265,2.12E-07
55.76422764,1.450005,58520.2265,2.12E-07
55.82926829,1.44998,49100.3324,2.31E-07
55.89430894,1.44999,52443.97622,2.49E-07
55.95934959,1.450203,58522.3394,2.12E-07
56.02439024,1.450203,58522.3394,2.12E-07
56.08943089,1.450203,58522.3394,2.12E-07
56.15447154,1.45853,59208.02672,2.10E-07
56.2195122,1.45853,59208.02672,2.10E-07
56.28455285,1.449981,42829.79835,2.52E-07
56.3495935,1.450002,56231.17229,2.30E-07
56.41463415,1.450001,59039.86931,2.10E-07
56.4796748,1.441721,58356.81978,2.12E-07
56.54471545,1.450001,59039.86931,2.10E-07
56.6097561,1.441721,58356.81978,2.12E-07
56.67479675,1.441721,58356.81978,2.12E-07
56.7398374,1.449983,55138.23267,2.16E-07
56.80487805,1.449985,59039.5583,2.10E-07
56.8699187,1.449985,59039.5583,2.10E-07
56.93495935,1.450001,45469.54724,2.75E-07
57,1.450005,59039.95183,2.10E-07
57.06504065,1.450005,59039.95183,2.10E-07
57.1300813,1.450005,59039.95183,2.10E-07
57.19512195,1.450005,59039.95183,2.10E-07
57.2601626,1.449993,49053.69763,2.32E-07
57.32520325,1.449986,59192.36663,2.09E-07
57.3902439,1.450442,59047.24293,2.10E-07
57.45528455,1.449983,56230.79674,2.30E-07
57.5203252,1.449999,44280.15818,2.44E-07
57.58536585,1.449992,59039.69608,2.10E-07
57.6504065,1.449992,59039.69608,2.10E-07
57.71544715,1.449992,59039.69608,2.10E-07
57.7804878,1.449983,55138.23267,2.16E-07
57.84552846,1.44999,37149.44945,3.18E-07
57.91056911,1.45,59192.63595,2.09E-07
57.97560976,1.45,59192.63595,2.09E-07
58.04065041,1.450001,50953.11648,2.38E-07
58.10569106,1.449991,59039.67976,2.10E-07
58.17073171,1.449991,59039.67976,2.10E-07
58.23577236,1.449986,45769.76271,2.73E-07
58.30081301,1.450001,46548.04309,2.33E-07
58.36585366,1.450006,54485.84945,2.28E-07
58.43089431,1.450001,59039.8687,2.10E-07
58.49593496,1.450001,59039.8687,2.10E-07
58.56097561,1.450001,59039.8687,2.10E-07
58.62601626,1.449546,59184.58373,2.09E-07
58.69105691,1.450001,59039.8687,2.10E-07
58.75609756,1.449546,59184.58373,2.09E-07
58.82113821,1.450001,59039.8687,2.10E-07
58.88617886,1.449546,59184.58373,2.09E-07
58.95121951,1.450001,59039.8687,2.10E-07
59.01626016,1.450001,59039.8687,2.10E-07
59.08130081,1.450001,59039.8687,2.10E-07
59.14634146,1.449546,59184.58373,2.09E-07
59.21138211,1.449993,54262.23827,2.29E-07
59.27642276,1.449984,59192.30734,2.09E-07
59.34146341,1.450439,59047.18378,2.10E-07
59.40650407,1.449984,59192.30734,2.09E-07
59.47154472,1.450439,59047.18378,2.10E-07
59.53658537,1.449984,59192.30734,2.09E-07
59.60162602,1.449984,59192.30734,2.09E-07
59.66666667,1.449984,59192.30734,2.09E-07
59.73170732,1.449984,59192.30734,2.09E-07
59.79674797,1.449984,59192.30734,2.09E-07
59.86178862,1.449984,59192.30734,2.09E-07
59.92682927,1.449984,59192.30734,2.09E-07
59.99186992,1.44999,55367.17621,2.14E-07
60.05691057,1.449986,59192.36361,2.09E-07
60.12195122,1.449986,59192.36361,2.09E-07
60.18699187,1.449983,38400.27481,3.70E-07
60.25203252,1.449984,59192.3079,2.09E-07
60.31707317,1.449984,59192.3079,2.09E-07
60.38211382,1.450439,59047.18434,2.10E-07
60.44715447,1.449984,59192.3079,2.09E-07
60.51219512,1.449984,59192.3079,2.09E-07
60.57723577,1.449984,59192.3079,2.09E-07
60.64227642,1.449984,59192.3079,2.09E-07
60.70731707,1.449984,39675.2687,2.72E-07
60.77235772,1.45,42921.84747,2.55E-07
60.83739837,1.449984,59192.30782,2.09E-07
60.90243902,1.449984,59192.30782,2.09E-07
60.96747967,1.449984,59192.30782,2.09E-07
61.03252033,1.449984,59192.30782,2.09E-07
61.09756098,1.449984,59192.30782,2.09E-07
61.16260163,1.449984,59192.30782,2.09E-07
61.22764228,1.449984,59192.30782,2.09E-07
61.29268293,1.449984,59192.30782,2.09E-07
61.35772358,1.449984,59192.30782,2.09E-07
61.42276423,1.449984,59192.30782,2.09E-07
61.48780488,1.449984,59192.30782,2.09E-07
61.55284553,1.449984,59192.30782,2.09E-07
61.61788618,1.449984,59192.30782,2.09E-07
61.68292683,1.449984,59192.30782,2.09E-07
61.74796748,1.449996,38161.86155,2.94E-07
61.81300813,1.45,59192.64823,2.09E-07
61.87804878,1.45,59192.64823,2.09E-07
61.94308943,1.45,59192.64823,2.09E-07
62.00813008,1.45,59192.64823,2.09E-07
62.07317073,1.445012,55380.48698,2.12E-07
62.13821138,1.449991,48477.52714,2.50E-07
62.20325203,1.449999,52178.70808,2.08E-07
62.26829268,1.449983,59192.30033,2.09E-07
62.33333333,1.449999,41882.06391,2.60E-07
62.39837398,1.449983,59192.296,2.09E-07
62.46341463,1.449983,59192.296,2.09E-07
62.52845528,1.449983,59192.296,2.09E-07
62.59349593,1.449983,59192.296,2.09E-07
62.65853659,1.449983,59192.296,2.09E-07
62.72357724,1.449983,40835.70116,2.68E-07
62.78861789,1.450001,59192.66062,2.09E-07
62.85365854,1.450001,59192.66062,2.09E-07
62.91869919,1.450001,59192.66062,2.09E-07
62.98373984,1.450001,59192.66062,2.09E-07
63.04878049,1.444057,58697.81842,2.13E-07
63.11382114,1.450001,59192.66062,2.09E-07
63.17886179,1.450001,59192.66062,2.09E-07
63.24390244,1.449991,40592.23472,2.99E-07
63.30894309,1.449978,50709.25066,2.29E-07
63.37398374,1.449984,59192.3087,2.09E-07
63.43902439,1.449984,59192.3087,2.09E-07
63.50406504,1.442447,53379.80367,2.31E-07
63.56910569,1.449984,59192.3087,2.09E-07
63.63414634,1.449984,59192.3087,2.09E-07
63.69918699,1.449984,59192.3087,2.09E-07
63.76422764,1.449984,59192.3087,2.09E-07
63.82926829,1.449984,59192.3087,2.09E-07
63.89430894,1.449984,59192.3087,2.09E-07
63.95934959,1.449982,39760.55831,2.97E-07
64.02439024,1.450003,59192.69582,2.09E-07
64.08943089,1.450003,59192.69582,2.09E-07
64.15447154,1.450003,59192.69582,2.09E-07
64.2195122,1.449985,44670.26391,2.71E-07
64.28455285,1.45,59192.63218,2.09E-07
64.3495935,1.457408,55851.26008,2.17E-07
64.41463415,1.449988,54922.57828,2.34E-07
64.4796748,1.449984,59192.30897,2.09E-07
64.54471545,1.44998,44813.6171,2.44E-07
64.6097561,1.449987,59192.38668,2.09E-07
64.67479675,1.449987,59192.38668,2.09E-07
64.7398374,1.449985,55976.00288,2.08E-07
64.80487805,1.449984,59192.30636,2.09E-07
64.8699187,1.449984,59192.30636,2.09E-07
64.93495935,1.449984,59192.30636,2.09E-07
65,1.449984,59192.30636,2.09E-07
65.06504065,1.449984,59192.30636,2.09E-07
65.1300813,1.449984,59192.30636,2.09E-07
65.19512195,1.449984,59192.30636,2.09E-07
65.2601626,1.449984,59192.30636,2.09E-07
65.32520325,1.449984,59192.30636,2.09E-07
65.3902439,1.449999,44154.44667,3.04E-07
65.45528455,1.452514,54471.08838,2.13E-07
65.5203252,1.449992,36491.75324,3.32E-07
65.58536585,1.450001,46847.31445,2.57E-07
65.6504065,1.44997,50667.02448,2.24E-07
65.71544715,1.449998,57578.72621,2.26E-07
65.7804878,1.449984,59192.30793,2.09E-07
65.84552846,1.449984,55864.80322,2.17E-07
65.91056911,1.449973,46040.0466,2.91E-07
65.97560976,1.449999,59192.62828,2.09E-07
66.04065041,1.450001,52100.20679,2.73E-07
66.10569106,1.450002,55353.8745,2.15E-07
66.17073171,1.449984,59192.30664,2.09E-07
66.23577236,1.449984,54858.28777,2.62E-07
66.30081301,1.449992,59192.47355,2.09E-07
66.36585366,1.449992,44198.20799,2.62E-07
66.43089431,1.45,59192.63286,2.09E-07
66.49593496,1.449997,54171.8894,2.12E-07
66.56097561,1.44998,54791.63999,2.32E-07
66.62601626,1.459203,59378.82581,2.09E-07
66.69105691,1.449992,55353.67319,2.15E-07
66.75609756,1.449984,59192.30664,2.09E-07
66.82113821,1.449984,59192.30664,2.09E-07
66.88617886,1.449977,47578.46067,2.42E-07
66.95121951,1.449999,59192.6284,2.09E-07
67.01626016,1.449994,48966.96308,2.30E-07
67.08130081,1.449985,58614.3304,2.09E-07
67.14634146,1.449989,42439.87648,2.84E-07
67.21138211,1.450001,59192.65757,2.09E-07
67.27642276,1.449995,38743.71623,2.86E-07
67.34146341,1.449983,59192.30442,2.09E-07
67.40650407,1.449983,59192.30442,2.09E-07
67.47154472,1.449983,59192.30442,2.09E-07
67.53658537,1.449983,59192.30442,2.09E-07
67.60162602,1.449983,59192.30442,2.09E-07
67.66666667,1.449991,36488.6601,3.03E-07
67.73170732,1.45,59192.63605,2.09E-07
67.79674797,1.45,59192.63605,2.09E-07
67.86178862,1.449978,41473.99685,2.85E-07
67.92682927,1.449992,59192.48695,2.09E-07
67.99186992,1.449992,59192.48695,2.09E-07
68.05691057,1.449992,59192.48695,2.09E-07
68.12195122,1.449986,54144.59145,2.21E-07
68.18699187,1.449984,59192.30842,2.09E-07
68.25203252,1.449986,55353.56088,2.15E-07
68.31707317,1.44998,52356.82578,2.33E-07
68.38211382,1.449978,45890.01057,2.34E-07
68.44715447,1.449998,55227.05996,2.14E-07
68.51219512,1.455875,59311.01941,2.09E-07
68.57723577,1.44998,58466.32373,2.15E-07
68.64227642,1.443676,59066.20333,2.09E-07
68.70731707,1.449974,48074.4313,2.40E-07
68.77235772,1.449984,41358.88367,2.90E-07
68.83739837,1.450002,53712.37414,2.12E-07
68.90243902,1.449983,59192.30495,2.09E-07
68.96747967,1.449983,59192.30495,2.09E-07
69.03252033,1.449983,59192.30495,2.09E-07
69.09756098,1.449983,59192.30495,2.09E-07
69.16260163,1.449983,59192.30495,2.09E-07
69.22764228,1.449983,59192.30495,2.09E-07
69.29268293,1.449983,59192.30495,2.09E-07
69.35772358,1.449983,59192.30495,2.09E-07
69.42276423,1.449986,62892.22129,2.05E-07
69.48780488,1.449984,59192.30875,2.09E-07
69.55284553,1.449984,59192.30875,2.09E-07
69.61788618,1.449984,59192.30875,2.09E-07
69.68292683,1.449984,59192.30875,2.09E-07
69.74796748,1.449984,58961.57315,2.14E-07
69.81300813,1.44999,41001.44085,2.56E-07
69.87804878,1.449999,59192.62666,2.09E-07
69.94308943,1.449982,51967.25966,2.23E-07
70.00813008,1.449988,59192.38806,2.09E-07
70.07317073,1.449993,52138.36011,2.19E-07
70.13821138,1.44998,48232.51591,2.51E-07
70.20325203,1.449996,59841.25062,2.18E-07
70.26829268,1.449984,59192.30805,2.09E-07
70.33333333,1.449984,59192.30805,2.09E-07
70.39837398,1.449999,43226.556,3.24E-07
70.46341463,1.450001,59192.65602,2.09E-07
70.52845528,1.449966,37115.77087,3.79E-07
70.59349593,1.450003,48011.31668,2.37E-07
70.65853659,1.449983,62892.15405,2.05E-07
70.72357724,1.449984,59192.30875,2.09E-07
70.78861789,1.449986,62892.22129,2.05E-07
70.85365854,1.449995,53066.51226,2.34E-07
70.91869919,1.449984,51094.72632,2.59E-07
70.98373984,1.449984,59192.30779,2.09E-07
71.04878049,1.449986,62892.22129,2.05E-07
71.11382114,1.449981,47262.25459,2.51E-07
71.17886179,1.449999,62892.48994,2.05E-07
71.24390244,1.449984,59192.30875,2.09E-07
71.30894309,1.449986,62892.22129,2.05E-07
71.37398374,1.449986,62892.22129,2.05E-07
71.43902439,1.449982,54005.26737,2.23E-07
71.50406504,1.449987,62892.24198,2.05E-07
71.56910569,1.449987,62892.24198,2.05E-07
71.63414634,1.442108,62659.01566,2.06E-07
71.69918699,1.449987,62892.24198,2.05E-07
71.76422764,1.445687,59091.94407,2.06E-07
71.82926829,1.449987,62892.24198,2.05E-07
71.89430894,1.449987,62892.24198,2.05E-07
71.95934959,1.449987,62892.24198,2.05E-07
72.02439024,1.449987,62892.24198,2.05E-07
72.08943089,1.449987,62892.24198,2.05E-07
72.15447154,1.449988,62888.40438,2.00E-07
72.2195122,1.449984,59192.30707,2.09E-07
72.28455285,1.449986,62892.22129,2.05E-07
72.3495935,1.449999,44424.00613,2.50E-07
72.41463415,1.449983,60442.96496,2.05E-07
72.4796748,1.442856,65129.39686,2.00E-07
72.54471545,1.449982,57069.21008,2.44E-07
72.6097561,1.44675,49861.93845,2.55E-07
72.67479675,1.449999,60281.31477,2.08E-07
72.7398374,1.449987,62888.38347,2.00E-07
72.80487805,1.449995,43550.62016,2.50E-07
72.8699187,1.449998,62892.48924,2.05E-07
72.93495935,1.44997,49648.47782,2.50E-07
73,1.449999,60443.29964,2.05E-07
73.06504065,1.449983,62892.15469,2.05E-07
73.1300813,1.449976,51465.94559,2.35E-07
73.19512195,1.449999,65290.41756,2.00E-07
73.2601626,1.443128,62743.17258,2.05E-07
73.32520325,1.44998,58992.4184,2.30E-07
73.3902439,1.459919,47839.40413,2.33E-07
73.45528455,1.449999,65290.42051,2.00E-07
73.5203252,1.449982,31004.60503,2.98E-07
73.58536585,1.449999,65290.41968,2.00E-07
73.6504065,1.451195,66039.34106,1.99E-07
73.71544715,1.443128,62743.17462,2.05E-07
73.7804878,1.443128,62743.17462,2.05E-07
73.84552846,1.449986,62888.37934,2.00E-07
73.91056911,1.449997,43269.26405,2.91E-07
73.97560976,1.450003,62888.74576,2.00E-07
74.04065041,1.449979,45177.53052,2.60E-07
74.10569106,1.45,65290.43127,2.00E-07
74.17073171,1.449907,58803.3917,2.05E-07
74.23577236,1.447041,64405.15576,2.02E-07
74.30081301,1.449993,39030.5808,2.46E-07
74.36585366,1.449982,63698.00815,1.98E-07
74.43089431,1.449983,65290.05039,2.00E-07
74.49593496,1.449983,65290.05039,2.00E-07
74.56097561,1.44998,51483.47519,2.79E-07
74.62601626,1.449986,37647.67962,3.23E-07
74.69105691,1.450002,65290.49029,2.00E-07
74.75609756,1.449988,42232.97213,2.61E-07
74.82113821,1.450002,47542.801,3.00E-07
74.88617886,1.449983,65290.04957,2.00E-07
74.95121951,1.449983,65290.04957,2.00E-07
75.01626016,1.44997,35872.57188,3.33E-07
75.08130081,1.449999,62888.65518,2.00E-07
75.14634146,1.449999,62888.65518,2.00E-07
75.21138211,1.449983,65290.05061,2.00E-07
75.27642276,1.449983,65290.05061,2.00E-07
75.34146341,1.449983,65290.05061,2.00E-07
75.40650407,1.449986,62888.37934,2.00E-07
75.47154472,1.449983,65290.05061,2.00E-07
75.53658537,1.449983,65290.05061,2.00E-07
75.60162602,1.451178,66038.96776,1.99E-07
75.66666667,1.451178,66038.96776,1.99E-07
75.73170732,1.449983,65290.05061,2.00E-07
75.79674797,1.44845,65235.8468,2.01E-07
75.86178862,1.449983,65290.05061,2.00E-07
75.92682927,1.449983,65290.05061,2.00E-07
75.99186992,1.449983,65290.05061,2.00E-07
76.05691057,1.449983,65290.05061,2.00E-07
76.12195122,1.449983,65290.05061,2.00E-07
76.18699187,1.447024,64404.78026,2.02E-07
76.25203252,1.449986,63698.08786,1.98E-07
76.31707317,1.449983,65290.05039,2.00E-07
76.38211382,1.451178,66038.96753,1.99E-07
76.44715447,1.449983,65290.05039,2.00E-07
76.51219512,1.451178,66038.96753,1.99E-07
76.57723577,1.449983,65290.05039,2.00E-07
76.64227642,1.449985,62494.686,2.13E-07
76.70731707,1.449983,66011.78818,1.99E-07
76.77235772,1.449983,66011.78818,1.99E-07
76.83739837,1.449983,66011.78818,1.99E-07
76.90243902,1.448788,65263.08386,2.00E-07
76.96747967,1.448788,65263.08386,2.00E-07
77.03252033,1.449983,66011.78818,1.99E-07
77.09756098,1.449983,66011.78818,1.99E-07
77.16260163,1.449998,49226.0846,2.83E-07
77.22764228,1.457716,66187.53892,1.99E-07
77.29268293,1.456515,65436.96326,2.00E-07
77.35772358,1.457716,66187.53892,1.99E-07
77.42276423,1.457716,66187.53892,1.99E-07
77.48780488,1.457716,66187.53892,1.99E-07
