Generation,Alpha
202.9356172,0.991769
203.0826934,1.859021
203.2297696,1.7262
203.3768458,1.757521
203.523922,1.151776
203.6709982,1.431237
203.8180744,1.461897
203.9651506,1.903455
204.1122268,1.707123
204.259303,1.889486
204.4063792,1.935457
204.5534554,1.606268
204.7005316,1.726141
204.8476078,1.628527
204.994684,1.84366
205.1417602,1
205.2888364,1.554603
205.4359126,1.602802
205.5829888,1
205.730065,1.488882
205.8771412,1.795235
206.0242174,1.903541
206.1712936,1.634053
206.3183698,1.357943
206.465446,1.707062
206.6125222,1.659689
206.7595983,1.768813
206.9066745,1.459293
207.0537507,1.512613
207.2008269,1.749629
207.3479031,1.377115
207.4949793,1.628196
207.6420555,1.827816
207.7891317,1.827802
207.9362079,1.796247
208.0832841,1.778228
208.2303603,1.935041
208.3774365,1.610352
208.5245127,1.453098
208.6715889,1.249554
208.8186651,1.096666
208.9657413,1.535363
209.1128175,1.827793
209.2598937,1.363606
209.4069699,1.731562
209.5540461,1.174525
209.7011223,1.827802
209.8481985,1
209.9952747,1.536819
210.1423509,1.653617
210.2894271,1.757036
210.4365032,1.791546
210.5835794,1.413965
210.7306556,1.81066
210.8777318,1.292575
211.024808,1.430201
211.1718842,1.549155
211.3189604,1.778612
211.4660366,1.687232
211.6131128,1.42471
211.760189,1.761416
211.9072652,1
212.0543414,1.351012
212.2014176,1.238411
212.3484938,1.353549
212.49557,1.320981
212.6426462,1.761421
212.7897224,1.431256
212.9367986,2.244529
213.0838748,1.312754
213.230951,1.421551
213.3780272,1.538713
213.5251034,1.396172
213.6721796,1.223459
213.8192558,1.733242
213.966332,1.761469
214.1134082,2.209961
214.2604843,1.547275
214.4075605,1.269167
214.5546367,1.827811
214.7017129,1.672995
214.8487891,1.864416
214.9958653,1.249751
215.1429415,1.938601
215.2900177,1.35207
215.4370939,1.839404
215.5841701,1
215.7312463,1.500783
215.8783225,2.076655
216.0253987,2.217934
216.1724749,1.2719
216.3195511,1.374069
216.4666273,1.827809
216.6137035,1.318633
216.7607797,1.814231
216.9078559,1
217.0549321,1.414948
217.2020083,1.827801
217.3490845,1.122248
217.4961607,1.628589
217.6432369,1.827812
217.7903131,1.246439
217.9373892,1.827809
218.0844654,1
218.2315416,1
218.3786178,1
218.525694,1.311283
218.6727702,1.655512
218.8198464,1.816175
218.9669226,1.627355
219.1139988,2.0042
219.261075,1.473728
219.4081512,1.827803
219.5552274,1
219.7023036,1
219.8493798,1
219.996456,1.886887
220.1435322,1.361288
220.2906084,1.827809
220.4376846,1
220.5847608,1.886806
220.731837,1.275133
220.8789132,1.827803
221.0259894,1
221.1730656,1
221.3201418,1
221.467218,1
221.6142942,1
221.7613703,1
221.9084465,1
222.0555227,2.004193
222.2025989,1.709893
222.3496751,1.295881
222.4967513,1.827803
222.6438275,1.60993
222.7909037,1.845673
222.9379799,1.705697
223.0850561,1.692227
223.2321323,1.692227
223.3792085,1.895
223.5262847,1.535852
223.6733609,1.617014
223.8204371,1.316629
223.9675133,1.716785
224.1145895,1.720367
224.2616657,1.908087
224.4087419,1.939005
224.5558181,1.894998
224.7028943,1.575012
224.8499705,1.523392
224.9970467,1.827802
225.1441229,1
225.2911991,1.908143
225.4382753,1.908079
225.5853514,1.26416
225.7324276,1.827805
225.8795038,1.894998
226.02658,1.716786
226.1736562,1.550086
226.3207324,1.895004
226.4678086,1.716787
226.6148848,1.692918
226.761961,1.809609
226.9090372,1.716864
227.0561134,1.908099
227.2031896,1.324402
227.3502658,1.827801
227.497342,1
227.6444182,1
227.7914944,2.083857
227.9385706,1.617826
228.0856468,1.827818
228.232723,1.650196
228.3797992,1.716859
228.5268754,1.787365
228.6739516,1.433934
228.8210278,1.827801
228.968104,2.144106
229.1151802,1.275788
229.2622563,2.144098
229.4093325,1.572012
229.5564087,1
229.7034849,1.827812
229.8505611,1.83087
229.9976373,2.02615
230.1447135,2.054728
230.2917897,1.455768
230.4388659,1.8278
230.5859421,1
230.7330183,1.762728
230.8800945,1
231.0271707,1.572014
231.1742469,1.827812
231.3213231,1.727969
231.4683993,1.562361
231.6154755,2.026152
231.7625517,1.18518
231.9096279,1.827802
232.0567041,1.556459
232.2037803,1
232.3508565,1.827818
232.4979327,1.159604
232.6450089,2.066723
232.7920851,1.511224
232.9391613,1.827799
233.0862374,1.441549
233.2333136,1.958279
233.3803898,1.511886
233.527466,1.470001
233.6745422,1.827803
233.8216184,1
233.9686946,1
234.1157708,1.258284
234.262847,1.68923
234.4099232,2.003099
234.5569994,1.123212
234.7040756,1.425573
234.8511518,1.178329
234.998228,1.851442
235.1453042,1.6045
235.2923804,1.375025
235.4394566,1.60537
235.5865328,1.330389
235.733609,1.742047
235.8806852,1.788643
236.0277614,1.228397
236.1748376,1.673341
236.3219138,1
236.46899,1.749893
236.6160662,1.649388
236.7631424,1.776095
236.9102185,1.594999
237.0572947,1
237.2043709,1.679675
237.3514471,1.633029
237.4985233,1.851459
237.6455995,1.767474
237.7926757,1.33215
237.9397519,1.718104
238.0868281,1.02134
238.2339043,1.544769
238.3809805,1.718113
238.5280567,1.776154
238.6751329,1.695972
238.8222091,1.721026
238.9692853,1.84932
239.1163615,1.269529
239.2634377,1.776104
239.4105139,1.215032
239.5575901,1.748258
239.7046663,1.644945
239.8517425,1.749754
239.9988187,1.718104
240.1458949,1
240.2929711,1.622769
240.4400473,1.551383
240.5871234,1
240.7341996,1.669059
240.8812758,1.71815
241.028352,1.232036
241.1754282,1.811233
241.3225044,1
241.4695806,1
241.6166568,1.843465
241.763733,1
241.9108092,1.23637
242.0578854,1.583766
242.2049616,2.077021
242.3520378,1.43889
242.499114,1.833978
242.6461902,1.608878
242.7932664,1.827818
242.9403426,1.373938
243.0874188,1.610302
243.234495,1.791109
243.3815712,1.378946
243.5286474,1.66819
243.6757236,1.438903
243.8227998,1.818421
243.969876,1
244.1169522,1.642199
244.2640284,1
244.4111045,1.565521
244.5581807,1.422466
244.7052569,1.712135
244.8523331,1.47915
244.9994093,1.827804
245.1464855,1.47461
245.2935617,1.827803
245.4406379,1
245.5877141,1
245.7347903,1.43889
245.8818665,1.748256
246.0289427,1.452986
246.1760189,1.414883
246.3230951,1.827804
246.4701713,1.710597
246.6172475,1
246.7643237,1.54557
246.9113999,1.827792
247.0584761,1
247.2055523,1.492806
247.3526285,1.748263
247.4997047,1.412779
247.6467809,1.795169
247.7938571,1.567424
247.9409333,1.656687
248.0880095,1.875669
248.2350856,1.433448
248.3821618,1.827801
248.529238,1
248.6763142,1.310657
248.8233904,1.8067
248.9704666,1
249.1175428,1.857773
249.264619,1.254983
249.4116952,1.818978
249.5587714,1.551489
249.7058476,1.455581
249.8529238,1.77743
250,1.47079
